date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,cereals and tubers,Rice (white),KG,actual,Retail,LKR,230,0.6331
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,52.8,0.1453
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2372.5,6.5304
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1210,3.3306
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,2250,6.1932
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2630.56,7.2407
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1720.5,4.7358
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,728.33,2.0048
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2462.5,6.7781
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1514.5,4.1687
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1287.2,3.5431
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,pulses and nuts,Beans,KG,actual,Retail,LKR,492,1.3543
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1016,2.7966
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,893.2,2.4586
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,pulses and nuts,Lentils,KG,actual,Retail,LKR,299.72,0.825
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,vegetables and fruits,Bananas,KG,actual,Retail,LKR,167,0.4597
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,281.5,0.7748
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,vegetables and fruits,Carrots,KG,actual,Retail,LKR,514,1.4148
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,76.5,0.2106
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,328.5,0.9042
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,138.8,0.3821
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,496.53,1.3667
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,576.67,1.5873
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,vegetables and fruits,Papaya,KG,actual,Retail,LKR,133.75,0.3682
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,542.5,1.4933
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,175.5,0.4831
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,307.5,0.8464
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,466.5,1.2841
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,237.2,0.6529
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,199.38,0.5488
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,57.66,0.1587
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2433.33,6.6979
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1225,3.3719
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1126.67,3.1012
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1703.33,4.6885
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2513.33,6.9181
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1526.67,4.2022
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1060,2.9177
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2066.67,5.6886
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1650.4,4.5428
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1218,3.3526
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,pulses and nuts,Beans,KG,actual,Retail,LKR,481.6,1.3256
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1080,2.9727
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,858.33,2.3626
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,pulses and nuts,Lentils,KG,actual,Retail,LKR,294,0.8092
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,vegetables and fruits,Bananas,KG,actual,Retail,LKR,136,0.3743
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,294.4,0.8103
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,vegetables and fruits,Carrots,KG,actual,Retail,LKR,491.2,1.3521
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,80.84,0.2225
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,350.4,0.9645
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,144,0.3964
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,320,0.8808
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,511.25,1.4072
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,546.67,1.5047
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,vegetables and fruits,Papaya,KG,actual,Retail,LKR,150.4,0.414
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,430,1.1836
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,207.2,0.5703
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,328,0.9028
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,397.6,1.0944
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,231,0.6358
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,57.33,0.1578
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2300,6.3309
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1180,3.248
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1125,3.0966
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1550,4.2664
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2450,6.7437
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1200,3.3031
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,983.33,2.7067
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2100,5.7803
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1595,4.3903
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1230,3.3856
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,pulses and nuts,Beans,KG,actual,Retail,LKR,402,1.1065
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1140,3.1379
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,870,2.3947
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,pulses and nuts,Lentils,KG,actual,Retail,LKR,301,0.8285
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Bananas,KG,actual,Retail,LKR,148,0.4074
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,238,0.6551
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Carrots,KG,actual,Retail,LKR,442,1.2166
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,82,0.2257
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,358,0.9854
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,141,0.3881
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,502,1.3818
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Papaya,KG,actual,Retail,LKR,138,0.3799
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,447.5,1.2318
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,168,0.4624
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,228,0.6276
7/15/2023,Uva,Badulla,Bandarawela,6.8299518,80.9914521,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,308,0.8478
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,242.4,0.6672
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,214.52,0.5905
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,cereals and tubers,Rice (white),KG,actual,Retail,LKR,228.2,0.6281
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,60.31,0.166
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2650,7.2942
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1230,3.3856
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1260,3.4682
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1990,5.4776
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2430,6.6887
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1710,4.7069
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1220,3.3581
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2015,5.5464
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1542.5,4.2458
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1216,3.3471
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,pulses and nuts,Beans,KG,actual,Retail,LKR,458,1.2607
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1195.17,3.2898
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,877.5,2.4154
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,pulses and nuts,Lentils,KG,actual,Retail,LKR,295.68,0.8139
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Bananas,KG,actual,Retail,LKR,136.8,0.3765
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,224.8,0.6188
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Carrots,KG,actual,Retail,LKR,427.6,1.177
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,79.04,0.2176
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,336.4,0.926
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,143.6,0.3953
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,387.5,1.0666
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,530,1.4588
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,427.5,1.1767
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Papaya,KG,actual,Retail,LKR,164.8,0.4536
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,475,1.3075
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,190.4,0.5241
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,223.6,0.6155
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,365.6,1.0063
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,214.4,0.5901
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,376,1.035
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,213.24,0.587
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,cereals and tubers,Rice (white),KG,actual,Retail,LKR,229.6,0.632
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,58.07,0.1598
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2484,6.8373
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1146,3.1544
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1866.67,5.1381
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2540,6.9915
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1270,3.4957
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1086.67,2.9911
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2373.33,6.5327
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1516.4,4.174
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1154,3.1764
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,pulses and nuts,Beans,KG,actual,Retail,LKR,483.6,1.3311
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1007.2,2.7724
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,pulses and nuts,Lentils,KG,actual,Retail,LKR,287,0.79
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Bananas,KG,actual,Retail,LKR,151.6,0.4173
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,282.4,0.7773
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Carrots,KG,actual,Retail,LKR,565.6,1.5568
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,71,0.1954
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,354.4,0.9755
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,124.2,0.3419
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,427.93,1.1779
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,476.67,1.312
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Papaya,KG,actual,Retail,LKR,150.4,0.414
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,267.8,0.7371
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,192,0.5285
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,275.2,0.7575
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,448,1.2331
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,234.4,0.6452
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,417.6,1.1495
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,217,0.5973
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,cereals and tubers,Rice (white),KG,actual,Retail,LKR,230,0.6331
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,55.71,0.1533
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2344,6.452
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1208,3.3251
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1232,3.3911
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1483.33,4.0829
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2986.67,8.2209
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1193.33,3.2847
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1008.33,2.7755
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2700,7.4319
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1670,4.5968
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1206,3.3196
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,pulses and nuts,Beans,KG,actual,Retail,LKR,491.2,1.3521
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1010,2.7801
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,766,2.1085
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,pulses and nuts,Lentils,KG,actual,Retail,LKR,294.4,0.8103
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Bananas,KG,actual,Retail,LKR,120.8,0.3325
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,318.4,0.8764
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Carrots,KG,actual,Retail,LKR,488.8,1.3454
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,64.6,0.1778
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,316,0.8698
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,145.6,0.4008
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,504.8,1.3895
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,503.56,1.3861
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Papaya,KG,actual,Retail,LKR,168,0.4624
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,502.08,1.382
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,196,0.5395
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,314.8,0.8665
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,446.4,1.2287
7/15/2023,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,239.8,0.6601
7/15/2023,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,417.33,1.1487
7/15/2023,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,215.78,0.594
7/15/2023,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,226.96,0.6247
7/15/2023,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,56.97,0.1568
7/15/2023,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2473.68,6.8089
